start;capacidad_maxima;total_disponibilidad;ocupacion;Ciudad;;
2023-11-11;32;0;32;Barcelona;;
2023-11-12;32;0;32;Barcelona;;
2023-11-13;32;0;32;Barcelona;;
2023-11-14;32;0;32;Barcelona;;
2023-11-15;32;0;32;Barcelona;;
2023-11-16;32;0;32;Barcelona;;
2023-11-17;32;0;32;Barcelona;;
2023-11-18;32;0;32;Barcelona;;
2023-11-19;32;0;32;Barcelona;;
2023-11-20;32;0;32;Barcelona;;
2023-11-21;32;0;32;Barcelona;;
2023-11-22;32;0;32;Barcelona;;
2023-11-23;32;0;32;Barcelona;;
2023-11-24;32;0;32;Barcelona;;
2023-11-25;32;0;32;Barcelona;;
2023-11-26;32;0;32;Barcelona;;
2023-11-27;32;0;32;Barcelona;;
2023-11-28;32;1;31;Barcelona;;
2023-11-29;32;0;32;Barcelona;;
2023-11-30;32;0;32;Barcelona;;
2023-12-01;32;1;31;Barcelona;;
2023-12-02;32;2;30;Barcelona;;
2023-12-03;32;2;30;Barcelona;;
2023-12-04;32;2;30;Barcelona;;
2023-12-05;32;1;31;Barcelona;;
2023-12-06;32;0;32;Barcelona;;
2023-12-07;32;0;32;Barcelona;;
2023-12-08;32;0;32;Barcelona;;
2023-12-09;32;1;31;Barcelona;;
2023-12-10;32;0;32;Barcelona;;
2023-12-11;32;3;29;Barcelona;;
2023-12-12;32;3;29;Barcelona;;
2023-12-13;32;4;28;Barcelona;;
2023-12-14;32;0;32;Barcelona;;
2023-12-15;32;0;32;Barcelona;;
2023-12-16;32;0;32;Barcelona;;
2023-12-17;32;1;31;Barcelona;;
2023-12-18;32;4;28;Barcelona;;
2023-12-19;32;1;31;Barcelona;;
2023-12-20;32;1;31;Barcelona;;
2023-12-21;32;4;28;Barcelona;;
2023-12-22;32;1;31;Barcelona;;
2023-12-23;32;0;32;Barcelona;;
2023-12-24;32;1;31;Barcelona;;
2023-12-25;32;0;32;Barcelona;;
2023-12-26;32;0;32;Barcelona;;
2023-12-27;32;0;32;Barcelona;;
2023-12-28;32;0;32;Barcelona;;
2023-12-29;32;0;32;Barcelona;;
2023-12-30;32;0;32;Barcelona;;
2023-12-31;32;0;32;Barcelona;;
2024-01-01;32;0;32;Barcelona;;
2024-01-02;32;0;32;Barcelona;;
2024-01-03;32;0;32;Barcelona;;
2024-01-04;32;0;32;Barcelona;;
2024-01-05;32;0;32;Barcelona;;
2024-01-06;32;0;32;Barcelona;;
2024-01-07;32;0;32;Barcelona;;
2024-01-08;32;1;31;Barcelona;;
2024-01-09;32;0;32;Barcelona;;
2024-01-10;32;0;32;Barcelona;;
2024-01-11;32;0;32;Barcelona;;
2024-01-12;32;0;32;Barcelona;;
2024-01-13;32;0;32;Barcelona;;
2024-01-14;32;1;31;Barcelona;;
2024-01-15;32;1;31;Barcelona;;
2024-01-16;32;0;32;Barcelona;;
2024-01-17;32;0;32;Barcelona;;
2024-01-18;32;0;32;Barcelona;;
2024-01-19;32;0;32;Barcelona;;
2024-01-20;32;0;32;Barcelona;;
2024-01-21;32;2;30;Barcelona;;
2024-01-22;32;2;30;Barcelona;;
2024-01-23;32;1;31;Barcelona;;
2024-01-24;32;0;32;Barcelona;;
2024-01-25;32;0;32;Barcelona;;
2024-01-26;32;0;32;Barcelona;;
2024-01-27;32;0;32;Barcelona;;
2024-01-28;32;0;32;Barcelona;;
2024-01-29;32;0;32;Barcelona;;
2024-01-30;32;0;32;Barcelona;;
2024-01-31;32;4;28;Barcelona;;
2024-02-01;32;0;32;Barcelona;;
2024-02-02;32;0;32;Barcelona;;
2024-02-03;32;0;32;Barcelona;;
2024-02-04;32;0;32;Barcelona;;
2024-02-05;32;1;31;Barcelona;;
2024-02-06;32;0;32;Barcelona;;
2024-02-07;32;0;32;Barcelona;;
2024-02-08;32;1;31;Barcelona;;
2024-02-09;32;0;32;Barcelona;;
2024-02-10;32;0;32;Barcelona;;
2024-02-11;32;0;32;Barcelona;;
2024-02-12;32;0;32;Barcelona;;
2024-02-13;32;0;32;Barcelona;;
2024-02-14;32;0;32;Barcelona;;
2024-02-15;32;0;32;Barcelona;;
2024-02-16;32;0;32;Barcelona;;
2024-02-17;32;0;32;Barcelona;;
2024-02-18;32;0;32;Barcelona;;
2024-02-19;32;0;32;Barcelona;;
2024-02-20;32;1;31;Barcelona;;
2024-02-21;32;0;32;Barcelona;;
2024-02-22;32;0;32;Barcelona;;
2024-02-23;32;0;32;Barcelona;;
2024-02-24;32;0;32;Barcelona;;
2024-02-25;32;1;31;Barcelona;;
2024-02-26;32;0;32;Barcelona;;
2024-02-27;32;2;30;Barcelona;;
2024-02-28;32;1;31;Barcelona;;
2024-02-29;32;0;32;Barcelona;;
2024-03-01;32;0;32;Barcelona;;
2024-03-02;32;0;32;Barcelona;;
2024-03-03;32;0;32;Barcelona;;
2024-03-04;32;0;32;Barcelona;;
2024-03-05;32;1;31;Barcelona;;
2024-03-06;32;1;31;Barcelona;;
2024-03-07;32;0;32;Barcelona;;
2024-03-08;32;0;32;Barcelona;;
2024-03-09;32;0;32;Barcelona;;
2024-03-10;32;0;32;Barcelona;;
2024-03-11;32;1;31;Barcelona;;
2024-03-12;32;0;32;Barcelona;;
2024-03-13;32;0;32;Barcelona;;
2024-03-14;32;0;32;Barcelona;;
2024-03-15;32;0;32;Barcelona;;
2024-03-16;32;0;32;Barcelona;;
2024-03-17;32;1;31;Barcelona;;
2024-03-18;32;6;26;Barcelona;;
2024-03-19;32;6;26;Barcelona;;
2024-03-20;32;2;30;Barcelona;;
2024-03-21;32;0;32;Barcelona;;
2024-03-22;32;0;32;Barcelona;;
2024-03-23;32;0;32;Barcelona;;
2024-03-24;32;2;30;Barcelona;;
2024-03-25;32;0;32;Barcelona;;
2024-03-26;32;3;29;Barcelona;;
2024-03-27;32;0;32;Barcelona;;
2024-03-28;32;0;32;Barcelona;;
2024-03-29;32;0;32;Barcelona;;
2024-03-30;32;0;32;Barcelona;;
2024-03-31;32;5;27;Barcelona;;
2024-04-01;32;3;29;Barcelona;;
2024-04-02;32;0;32;Barcelona;;
2024-04-03;32;6;26;Barcelona;;
2024-04-04;32;2;30;Barcelona;;
2024-04-05;32;1;31;Barcelona;;
2024-04-06;32;2;30;Barcelona;;
2024-04-07;32;3;29;Barcelona;;
2024-04-08;32;2;30;Barcelona;;
2024-04-09;32;2;30;Barcelona;;
2024-04-10;32;8;24;Barcelona;;
2024-04-11;32;7;25;Barcelona;;
2024-04-12;32;4;28;Barcelona;;
2024-04-13;32;2;30;Barcelona;;
2024-04-14;32;0;32;Barcelona;;
2024-04-15;32;1;31;Barcelona;;
2024-04-16;32;3;29;Barcelona;;
2024-04-17;32;4;28;Barcelona;;
2024-04-18;32;5;27;Barcelona;;
2024-04-19;32;1;31;Barcelona;;
2024-04-20;32;0;32;Barcelona;;
2024-04-21;32;0;32;Barcelona;;
2024-04-22;32;3;29;Barcelona;;
2024-04-23;32;0;32;Barcelona;;
2024-04-24;32;5;27;Barcelona;;
2024-04-25;32;1;31;Barcelona;;
2024-04-26;32;0;32;Barcelona;;
2024-04-27;32;0;32;Barcelona;;
2024-04-28;32;1;31;Barcelona;;
2024-04-29;32;0;32;Barcelona;;
2024-04-30;32;0;32;Barcelona;;
2024-05-01;32;3;29;Barcelona;;
2024-05-02;32;3;29;Barcelona;;
2024-05-03;32;1;31;Barcelona;;
2024-05-04;32;0;32;Barcelona;;
2024-05-05;32;0;32;Barcelona;;
2024-05-06;32;0;32;Barcelona;;
2024-05-07;32;3;29;Barcelona;;
2024-05-08;32;1;31;Barcelona;;
2024-05-09;32;2;30;Barcelona;;
2024-05-10;32;2;30;Barcelona;;
2024-05-11;32;0;32;Barcelona;;
2024-05-12;32;0;32;Barcelona;;
2024-05-13;32;0;32;Barcelona;;
2024-05-14;32;1;31;Barcelona;;
2024-05-15;32;2;30;Barcelona;;
2024-05-16;32;8;24;Barcelona;;
2024-05-17;32;3;29;Barcelona;;
2024-05-18;32;4;28;Barcelona;;
2024-05-19;32;5;27;Barcelona;;
2024-05-20;32;6;26;Barcelona;;
2024-05-21;32;9;23;Barcelona;;
2024-05-22;32;10;22;Barcelona;;
2024-05-23;32;12;20;Barcelona;;
2024-05-24;32;9;23;Barcelona;;
2024-05-25;32;3;29;Barcelona;;
2024-05-26;32;9;23;Barcelona;;
2024-05-27;32;10;22;Barcelona;;
2024-05-28;32;14;18;Barcelona;;
2024-05-29;32;14;18;Barcelona;;
2024-05-30;32;11;21;Barcelona;;
2024-05-31;32;4;28;Barcelona;;
2024-06-01;32;1;31;Barcelona;;
2024-06-02;32;7;25;Barcelona;;
2024-06-03;32;11;21;Barcelona;;
2024-06-04;32;14;18;Barcelona;;
2024-06-05;32;10;22;Barcelona;;
2024-06-06;32;10;22;Barcelona;;
2024-06-07;32;4;28;Barcelona;;
2024-06-08;32;4;28;Barcelona;;
2024-06-09;32;9;23;Barcelona;;
2024-06-10;32;10;22;Barcelona;;
2024-06-11;32;6;26;Barcelona;;
2024-06-12;32;6;26;Barcelona;;
2024-06-13;32;7;25;Barcelona;;
2024-06-14;32;9;23;Barcelona;;
2024-06-15;32;6;26;Barcelona;;
2024-06-16;32;7;25;Barcelona;;
2024-06-17;32;5;27;Barcelona;;
2024-06-18;32;10;22;Barcelona;;
2024-06-19;32;11;21;Barcelona;;
2024-06-20;32;14;18;Barcelona;;
2024-06-21;32;5;27;Barcelona;;
2024-06-22;32;0;32;Barcelona;;
2024-06-23;32;0;32;Barcelona;;
2024-06-24;32;9;23;Barcelona;;
2024-06-25;32;14;18;Barcelona;;
2024-06-26;32;9;23;Barcelona;;
2024-06-27;32;11;21;Barcelona;;
2024-06-28;32;3;29;Barcelona;;
2024-06-29;32;0;32;Barcelona;;
2024-06-30;32;0;32;Barcelona;;
2024-07-01;32;3;29;Barcelona;;
2024-07-02;32;5;27;Barcelona;;
2024-07-03;32;8;24;Barcelona;;
2024-07-04;32;5;27;Barcelona;;
2024-07-05;32;0;32;Barcelona;;
2024-07-06;32;0;32;Barcelona;;
2024-07-07;32;4;28;Barcelona;;
2024-07-08;32;0;32;Barcelona;;
2024-07-09;32;5;27;Barcelona;;
2024-07-10;32;3;29;Barcelona;;
2024-07-11;32;14;18;Barcelona;;
2024-07-12;32;6;26;Barcelona;;
2024-07-13;32;0;32;Barcelona;;
2024-07-14;32;0;32;Barcelona;;
2024-07-15;32;1;31;Barcelona;;
2024-07-16;32;2;30;Barcelona;;
2024-07-17;32;3;29;Barcelona;;
2024-07-18;32;12;20;Barcelona;;
2024-07-19;32;2;30;Barcelona;;
2024-07-20;32;0;32;Barcelona;;
2024-07-21;32;7;25;Barcelona;;
2024-07-22;32;8;24;Barcelona;;
2024-07-23;32;6;26;Barcelona;;
2024-07-24;32;3;29;Barcelona;;
2024-07-25;32;6;26;Barcelona;;
2024-07-26;32;5;27;Barcelona;;
2024-07-27;32;2;30;Barcelona;;
2024-07-28;32;4;28;Barcelona;;
2024-07-29;32;13;19;Barcelona;;
2024-07-30;32;11;21;Barcelona;;
2024-07-31;32;7;25;Barcelona;;
2024-08-01;32;1;31;Barcelona;;
2024-08-02;32;4;28;Barcelona;;
2024-08-03;32;3;29;Barcelona;;
2024-08-04;32;10;22;Barcelona;;
2024-08-05;32;10;22;Barcelona;;
2024-08-06;32;10;22;Barcelona;;
2024-08-07;32;4;28;Barcelona;;
2024-08-08;32;5;27;Barcelona;;
2024-08-09;32;3;29;Barcelona;;
2024-08-10;32;0;32;Barcelona;;
2024-08-11;32;6;26;Barcelona;;
2024-08-12;32;3;29;Barcelona;;
2024-08-13;32;2;30;Barcelona;;
2024-08-14;32;0;32;Barcelona;;
2024-08-15;32;0;32;Barcelona;;
2024-08-16;32;0;32;Barcelona;;
2024-08-17;32;0;32;Barcelona;;
2024-08-18;32;6;26;Barcelona;;
2024-08-19;32;5;27;Barcelona;;
2024-08-20;32;8;24;Barcelona;;
2024-08-21;32;9;23;Barcelona;;
2024-08-22;32;5;27;Barcelona;;
2024-08-23;32;6;26;Barcelona;;
2024-08-24;32;4;28;Barcelona;;
2024-08-25;32;7;25;Barcelona;;
2024-08-26;32;11;21;Barcelona;;
2024-08-27;32;14;18;Barcelona;;
2024-08-28;32;11;21;Barcelona;;
2024-08-29;32;12;20;Barcelona;;
2024-08-30;32;13;19;Barcelona;;
2024-08-31;32;8;24;Barcelona;;
2024-09-01;32;6;26;Barcelona;;
2024-09-02;32;3;29;Barcelona;;
2024-09-03;32;3;29;Barcelona;;
2024-09-04;32;4;28;Barcelona;;
2024-09-05;32;3;29;Barcelona;;
2024-09-06;32;1;31;Barcelona;;
2024-09-07;32;0;32;Barcelona;;
2024-09-08;32;0;32;Barcelona;;
2024-09-09;32;4;28;Barcelona;;
2024-09-10;32;11;21;Barcelona;;Madrid
2024-09-13;32;31;1;Barcelona;;
2024-09-14;32;31;1;Barcelona;;
2024-10-11;32;31;1;Barcelona;;
2024-10-12;32;31;1;Barcelona;;
2024-10-13;32;31;1;Barcelona;;
2024-10-14;32;31;1;Barcelona;;
2024-10-15;32;31;1;Barcelona;;
2024-10-16;32;31;1;Barcelona;;
2024-12-01;32;31;1;Barcelona;;
2024-12-02;32;31;1;Barcelona;;
2024-12-03;32;31;1;Barcelona;;
2024-12-04;32;31;1;Barcelona;;
2024-12-05;32;31;1;Barcelona;;
2024-12-06;32;31;1;Barcelona;;
2024-12-07;32;31;1;Barcelona;;
2021-01-01;138;138;0;Las Palmas;;
2021-01-02;138;138;0;Las Palmas;;
2021-01-03;138;138;0;Las Palmas;;
2021-01-04;138;138;0;Las Palmas;;
2021-01-05;138;138;0;Las Palmas;;
2021-01-06;138;138;0;Las Palmas;;
2021-01-07;138;138;0;Las Palmas;;
2021-01-08;138;138;0;Las Palmas;;
2021-01-09;138;138;0;Las Palmas;;
2021-01-10;138;138;0;Las Palmas;;
2021-01-11;138;138;0;Las Palmas;;
2021-01-12;138;138;0;Las Palmas;;
2021-01-13;138;138;0;Las Palmas;;
2021-01-14;138;138;0;Las Palmas;;
2021-01-15;138;138;0;Las Palmas;;
2021-01-16;138;138;0;Las Palmas;;
2021-01-17;138;138;0;Las Palmas;;
2021-01-18;138;138;0;Las Palmas;;
2021-01-19;138;138;0;Las Palmas;;
2021-01-20;138;138;0;Las Palmas;;
2021-01-21;138;138;0;Las Palmas;;
2021-01-22;138;138;0;Las Palmas;;
2021-01-23;138;138;0;Las Palmas;;
2021-01-24;138;138;0;Las Palmas;;
2021-01-25;138;138;0;Las Palmas;;
2021-01-26;138;138;0;Las Palmas;;
2021-01-27;138;138;0;Las Palmas;;
2021-01-28;138;138;0;Las Palmas;;
2021-01-29;138;138;0;Las Palmas;;
2021-01-30;138;138;0;Las Palmas;;
2021-01-31;138;138;0;Las Palmas;;
2021-02-01;138;138;0;Las Palmas;;
2021-02-02;138;138;0;Las Palmas;;
2021-02-03;138;138;0;Las Palmas;;
2021-02-04;138;138;0;Las Palmas;;
2021-02-05;138;138;0;Las Palmas;;
2021-02-06;138;138;0;Las Palmas;;
2021-02-07;138;138;0;Las Palmas;;
2021-02-08;138;138;0;Las Palmas;;
2021-02-09;138;138;0;Las Palmas;;
2021-02-10;138;138;0;Las Palmas;;
2021-02-11;138;138;0;Las Palmas;;
2021-02-12;138;138;0;Las Palmas;;
2021-02-13;138;138;0;Las Palmas;;
2021-02-14;138;138;0;Las Palmas;;
2021-02-15;138;138;0;Las Palmas;;
2021-02-16;138;138;0;Las Palmas;;
2021-02-17;138;138;0;Las Palmas;;
2021-02-18;138;138;0;Las Palmas;;
2021-02-19;138;138;0;Las Palmas;;
2021-02-20;138;138;0;Las Palmas;;
2021-02-21;138;138;0;Las Palmas;;
2021-02-22;138;138;0;Las Palmas;;
2021-02-23;138;138;0;Las Palmas;;
2021-02-24;138;138;0;Las Palmas;;
2021-02-25;138;138;0;Las Palmas;;
2021-02-26;138;138;0;Las Palmas;;
2021-02-27;138;138;0;Las Palmas;;
2021-02-28;138;138;0;Las Palmas;;
2021-03-01;138;138;0;Las Palmas;;
2021-03-02;138;138;0;Las Palmas;;
2021-03-03;138;138;0;Las Palmas;;
2021-03-04;138;138;0;Las Palmas;;
2021-03-05;138;138;0;Las Palmas;;
2021-03-06;138;138;0;Las Palmas;;
2021-03-07;138;138;0;Las Palmas;;
2021-03-08;138;138;0;Las Palmas;;
2021-03-09;138;138;0;Las Palmas;;
2021-03-10;138;138;0;Las Palmas;;
2021-03-11;138;138;0;Las Palmas;;
2021-03-12;138;138;0;Las Palmas;;
2021-03-13;138;138;0;Las Palmas;;
2021-03-14;138;138;0;Las Palmas;;
2021-03-15;138;138;0;Las Palmas;;
2021-03-16;138;138;0;Las Palmas;;
2021-03-17;138;138;0;Las Palmas;;
2021-03-18;138;138;0;Las Palmas;;
2021-03-19;138;138;0;Las Palmas;;
2021-03-20;138;138;0;Las Palmas;;
2021-03-21;138;138;0;Las Palmas;;
2021-03-22;138;138;0;Las Palmas;;
2021-03-23;138;138;0;Las Palmas;;
2021-03-24;138;138;0;Las Palmas;;
2021-03-25;138;138;0;Las Palmas;;
2021-03-26;138;138;0;Las Palmas;;
2021-03-27;138;138;0;Las Palmas;;
2021-03-28;138;138;0;Las Palmas;;
2021-03-29;138;138;0;Las Palmas;;
2021-03-30;138;138;0;Las Palmas;;
2021-03-31;138;138;0;Las Palmas;;
2021-04-01;138;138;0;Las Palmas;;
2021-04-02;138;138;0;Las Palmas;;
2021-04-03;138;138;0;Las Palmas;;
2021-04-04;138;138;0;Las Palmas;;
2021-04-05;138;138;0;Las Palmas;;
2021-04-06;138;138;0;Las Palmas;;
2021-04-07;138;138;0;Las Palmas;;
2021-04-08;138;138;0;Las Palmas;;
2021-04-09;138;138;0;Las Palmas;;
2021-04-10;138;138;0;Las Palmas;;
2021-04-11;138;138;0;Las Palmas;;
2021-04-12;138;138;0;Las Palmas;;
2021-04-13;138;138;0;Las Palmas;;
2021-04-14;138;138;0;Las Palmas;;
2021-04-15;138;138;0;Las Palmas;;
2021-04-16;138;138;0;Las Palmas;;
2021-04-17;138;138;0;Las Palmas;;
2021-04-18;138;138;0;Las Palmas;;
2021-04-19;138;138;0;Las Palmas;;
2021-04-20;138;138;0;Las Palmas;;
2021-04-21;138;138;0;Las Palmas;;
2021-04-22;138;138;0;Las Palmas;;
2021-04-23;138;138;0;Las Palmas;;
2021-04-24;138;138;0;Las Palmas;;
2021-04-25;138;138;0;Las Palmas;;
2021-04-26;138;138;0;Las Palmas;;
2021-04-27;138;137;1;Las Palmas;;
2021-04-28;138;137;1;Las Palmas;;
2021-04-29;138;137;1;Las Palmas;;
2021-04-30;138;137;1;Las Palmas;;
2021-05-01;138;137;1;Las Palmas;;
2021-05-02;138;137;1;Las Palmas;;
2021-05-03;138;137;1;Las Palmas;;
2021-05-04;138;137;1;Las Palmas;;
2021-05-05;138;137;1;Las Palmas;;
2021-05-06;138;137;1;Las Palmas;;
2021-05-07;138;137;1;Las Palmas;;
2021-05-08;138;137;1;Las Palmas;;
2021-05-09;138;137;1;Las Palmas;;
2021-05-10;138;114;24;Las Palmas;;
2021-05-11;138;114;24;Las Palmas;;
2021-05-12;138;115;23;Las Palmas;;
2021-05-13;138;115;23;Las Palmas;;
2021-05-14;138;109;29;Las Palmas;;
2021-05-15;138;71;67;Las Palmas;;
2021-05-16;138;124;14;Las Palmas;;
2021-05-17;138;128;10;Las Palmas;;
2021-05-18;138;123;15;Las Palmas;;
2021-05-19;138;124;14;Las Palmas;;
2021-05-20;138;123;15;Las Palmas;;
2021-05-21;138;107;31;Las Palmas;;
2021-05-22;138;55;83;Las Palmas;;
2021-05-23;138;111;27;Las Palmas;;
2021-05-24;138;107;31;Las Palmas;;
2021-05-25;138;110;28;Las Palmas;;
2021-05-26;138;102;36;Las Palmas;;
2021-05-27;138;104;34;Las Palmas;;
2021-05-28;138;84;54;Las Palmas;;
2021-05-29;138;51;87;Las Palmas;;
2021-05-30;138;93;45;Las Palmas;;
2021-05-31;138;97;41;Las Palmas;;
2021-06-01;138;96;42;Las Palmas;;
2021-06-02;138;89;49;Las Palmas;;
2021-06-03;138;95;43;Las Palmas;;
2021-06-04;138;92;46;Las Palmas;;
2021-06-05;138;62;76;Las Palmas;;
2021-06-06;138;100;38;Las Palmas;;
2021-06-07;138;90;48;Las Palmas;;
2021-06-08;138;90;48;Las Palmas;;
2021-06-09;138;87;51;Las Palmas;;
2021-06-10;138;90;48;Las Palmas;;
2021-06-11;138;86;52;Las Palmas;;
2021-06-12;138;49;89;Las Palmas;;
2021-06-13;138;87;51;Las Palmas;;
2021-06-14;138;88;50;Las Palmas;;
2021-06-15;138;89;49;Las Palmas;;
2021-06-16;138;89;49;Las Palmas;;
2021-06-17;138;87;51;Las Palmas;;
2021-06-18;138;74;64;Las Palmas;;
2021-06-19;138;51;87;Las Palmas;;
2021-06-20;138;78;60;Las Palmas;;
2021-06-21;138;75;63;Las Palmas;;
2021-06-22;138;74;64;Las Palmas;;
2021-06-23;138;63;75;Las Palmas;;
2021-06-24;138;49;89;Las Palmas;;
2021-06-25;138;43;95;Las Palmas;;
2021-06-26;138;40;98;Las Palmas;;
2021-06-27;138;59;79;Las Palmas;;
2021-06-28;138;59;79;Las Palmas;;
2021-06-29;138;65;73;Las Palmas;;
2021-06-30;138;56;82;Las Palmas;;
2021-07-01;138;46;92;Las Palmas;;
2021-07-02;138;40;98;Las Palmas;;
2021-07-03;138;39;99;Las Palmas;;
2021-07-04;138;74;64;Las Palmas;;
2021-07-05;138;75;63;Las Palmas;;
2021-07-06;138;69;69;Las Palmas;;
2021-07-07;138;67;71;Las Palmas;;
2021-07-08;138;66;72;Las Palmas;;
2021-07-09;138;45;93;Las Palmas;;
2021-07-10;138;40;98;Las Palmas;;
2021-07-11;138;81;57;Las Palmas;;
2021-07-12;138;78;60;Las Palmas;;
2021-07-13;138;67;71;Las Palmas;;
2021-07-14;138;71;67;Las Palmas;;
2021-07-15;138;67;71;Las Palmas;;
2021-07-16;138;44;94;Las Palmas;;
2021-07-17;138;43;95;Las Palmas;;
2021-07-18;138;52;86;Las Palmas;;
2021-07-19;138;42;96;Las Palmas;;
2021-07-20;138;40;98;Las Palmas;;
2021-07-21;138;42;96;Las Palmas;;
2021-07-22;138;42;96;Las Palmas;;
2021-07-23;138;39;99;Las Palmas;;
2021-07-24;138;41;97;Las Palmas;;
2021-07-25;138;51;87;Las Palmas;;
2021-07-26;138;43;95;Las Palmas;;
2021-07-27;138;43;95;Las Palmas;;
2021-07-28;138;44;94;Las Palmas;;
2021-07-29;138;43;95;Las Palmas;;
2021-07-30;138;46;92;Las Palmas;;
2021-07-31;138;42;96;Las Palmas;;
2021-08-01;138;54;84;Las Palmas;;
2021-08-02;138;47;91;Las Palmas;;
2021-08-03;138;44;94;Las Palmas;;
2021-08-04;138;43;95;Las Palmas;;
2021-08-05;138;41;97;Las Palmas;;
2021-08-06;138;42;96;Las Palmas;;
2021-08-07;138;43;95;Las Palmas;;
2021-08-08;138;46;92;Las Palmas;;
2021-08-09;138;45;93;Las Palmas;;
2021-08-10;138;42;96;Las Palmas;;
2021-08-11;138;44;94;Las Palmas;;
2021-08-12;138;40;98;Las Palmas;;
2021-08-13;138;42;96;Las Palmas;;
2021-08-14;138;41;97;Las Palmas;;
2021-08-15;138;42;96;Las Palmas;;
2021-08-16;138;46;92;Las Palmas;;
2021-08-17;138;44;94;Las Palmas;;
2021-08-18;138;43;95;Las Palmas;;
2021-08-19;138;42;96;Las Palmas;;
2021-08-20;138;42;96;Las Palmas;;
2021-08-21;138;45;93;Las Palmas;;
2021-08-22;138;49;89;Las Palmas;;
2021-08-23;138;46;92;Las Palmas;;
2021-08-24;138;45;93;Las Palmas;;
2021-08-25;138;43;95;Las Palmas;;
2021-08-26;138;43;95;Las Palmas;;
2021-08-27;138;41;97;Las Palmas;;
2021-08-28;138;42;96;Las Palmas;;
2021-08-29;138;43;95;Las Palmas;;
2021-08-30;138;61;77;Las Palmas;;
2021-08-31;138;63;75;Las Palmas;;
2021-09-01;138;57;81;Las Palmas;;
2021-09-02;138;59;79;Las Palmas;;
2021-09-03;138;43;95;Las Palmas;;
2021-09-04;138;41;97;Las Palmas;;
2021-09-05;138;48;90;Las Palmas;;
2021-09-06;138;50;88;Las Palmas;;
2021-09-07;138;47;91;Las Palmas;;
2021-09-08;138;57;81;Las Palmas;;
2021-09-09;138;46;92;Las Palmas;;
2021-09-10;138;48;90;Las Palmas;;
2021-09-11;138;47;91;Las Palmas;;
2021-09-12;138;80;58;Las Palmas;;
2021-09-13;138;69;69;Las Palmas;;
2021-09-14;138;71;67;Las Palmas;;
2021-09-15;138;69;69;Las Palmas;;
2021-09-16;138;70;68;Las Palmas;;
2021-09-17;138;62;76;Las Palmas;;
2021-09-18;138;43;95;Las Palmas;;
2021-09-19;138;75;63;Las Palmas;;
2021-09-20;138;72;66;Las Palmas;;
2021-09-21;138;67;71;Las Palmas;;
2021-09-22;138;70;68;Las Palmas;;
2021-09-23;138;69;69;Las Palmas;;
2021-09-24;138;64;74;Las Palmas;;
2021-09-25;138;43;95;Las Palmas;;
2021-09-26;138;80;58;Las Palmas;;
2021-09-27;138;71;67;Las Palmas;;
2021-09-28;138;74;64;Las Palmas;;
2021-09-29;138;75;63;Las Palmas;;
2021-09-30;138;78;60;Las Palmas;;
2021-10-01;138;73;65;Las Palmas;;
2021-10-02;138;43;95;Las Palmas;;
2021-10-03;138;75;63;Las Palmas;;
2021-10-04;138;81;57;Las Palmas;;
2021-10-05;138;86;52;Las Palmas;;
2021-10-06;138;87;51;Las Palmas;;
2021-10-07;138;87;51;Las Palmas;;
2021-10-08;138;67;71;Las Palmas;;
2021-10-09;138;41;97;Las Palmas;;
2021-10-10;138;42;96;Las Palmas;;
2021-10-11;138;50;88;Las Palmas;;
2021-10-12;138;80;58;Las Palmas;;
2021-10-13;138;73;65;Las Palmas;;
2021-10-14;138;78;60;Las Palmas;;
2021-10-15;138;82;56;Las Palmas;;
2021-10-16;138;71;67;Las Palmas;;
2021-10-17;138;91;47;Las Palmas;;
2021-10-18;138;91;47;Las Palmas;;
2021-10-19;138;86;52;Las Palmas;;
2021-10-20;138;81;57;Las Palmas;;
2021-10-21;138;84;54;Las Palmas;;
2021-10-22;138;78;60;Las Palmas;;
2021-10-23;138;64;74;Las Palmas;;
2021-10-24;138;87;51;Las Palmas;;
2021-10-25;138;90;48;Las Palmas;;
2021-10-26;138;93;45;Las Palmas;;
2021-10-27;138;86;52;Las Palmas;;
2021-10-28;138;91;47;Las Palmas;;
2021-10-29;138;75;63;Las Palmas;;
2021-10-30;138;49;89;Las Palmas;;
2021-10-31;138;55;83;Las Palmas;;
2021-11-01;138;89;49;Las Palmas;;
2021-11-02;138;86;52;Las Palmas;;
2021-11-03;138;79;59;Las Palmas;;
2021-11-04;138;79;59;Las Palmas;;
2021-11-05;138;77;61;Las Palmas;;
2021-11-06;138;70;68;Las Palmas;;
2021-11-07;138;89;49;Las Palmas;;
2021-11-08;138;83;55;Las Palmas;;
2021-11-09;138;84;54;Las Palmas;;
2021-11-10;138;86;52;Las Palmas;;
2021-11-11;138;85;53;Las Palmas;;
2021-11-12;138;83;55;Las Palmas;;
2021-11-13;138;65;73;Las Palmas;;
2021-11-14;138;87;51;Las Palmas;;
2021-11-15;138;84;54;Las Palmas;;
2021-11-16;138;89;49;Las Palmas;;
2021-11-17;138;94;44;Las Palmas;;
2021-11-18;138;89;49;Las Palmas;;
2021-11-19;138;78;60;Las Palmas;;
2021-11-20;138;68;70;Las Palmas;;
2021-11-21;138;82;56;Las Palmas;;
2021-11-22;138;83;55;Las Palmas;;
2021-11-23;138;81;57;Las Palmas;;
2021-11-24;138;84;54;Las Palmas;;
2021-11-25;138;84;54;Las Palmas;;
